1	1	1000.0	0.0	0.0	0.0	-1.000000
1	2	1000.0	0.0	10.0	0.0	0.596800
1	3	1000.0	0.0	20.0	0.0	0.593600
1	4	1000.0	0.0	30.0	0.0	0.590000
1	5	1000.0	0.0	40.0	0.0	0.586400
1	6	1000.0	0.0	50.0	0.0	0.582800
1	7	1000.0	0.0	60.0	0.0	0.578800
1	8	1000.0	0.0	70.0	0.0	0.574800
1	9	1000.0	0.0	80.0	0.0	0.571200
1	10	1000.0	0.0	90.0	0.0	0.567200
1	11	1000.0	0.0	100.0	0.0	0.563200
1	12	1000.0	0.0	110.0	0.0	0.559200
1	13	1000.0	0.0	120.0	0.0	0.555200
1	14	1000.0	0.0	130.0	0.0	0.551600
1	15	1000.0	0.0	140.0	0.0	0.548800
1	16	1000.0	0.0	150.0	0.0	0.561600
1	17	1000.0	0.0	160.0	0.0	0.530400
1	18	1000.0	0.0	170.0	0.0	0.523600
1	19	1000.0	0.0	180.0	0.0	0.518400
1	20	1000.0	0.0	190.0	0.0	0.513200
1	21	1000.0	0.0	200.0	0.0	0.508400
1	22	1000.0	0.0	210.0	0.0	0.503600
1	23	1000.0	0.0	220.0	0.0	0.499200
1	24	1000.0	0.0	230.0	0.0	0.494400
1	25	1000.0	0.0	240.0	0.0	0.489600
1	26	1000.0	0.0	250.0	0.0	0.484800
1	27	1000.0	0.0	260.0	0.0	0.480000
1	28	1000.0	0.0	270.0	0.0	0.475200
1	29	1000.0	0.0	280.0	0.0	0.470000
1	30	1000.0	0.0	290.0	0.0	0.465200
1	31	1000.0	0.0	300.0	0.0	0.460400
1	32	1000.0	0.0	310.0	0.0	0.455600
1	33	1000.0	0.0	320.0	0.0	0.450800
1	34	1000.0	0.0	330.0	0.0	0.445600
1	35	1000.0	0.0	340.0	0.0	0.440800
1	36	1000.0	0.0	350.0	0.0	0.435600
1	37	1000.0	0.0	360.0	0.0	0.430400
1	38	1000.0	0.0	370.0	0.0	0.425600
1	39	1000.0	0.0	380.0	0.0	0.420400
1	40	1000.0	0.0	390.0	0.0	0.415600
1	41	1000.0	0.0	400.0	0.0	0.410800
1	42	1000.0	0.0	410.0	0.0	0.406800
1	43	1000.0	0.0	420.0	0.0	0.402800
1	44	1000.0	0.0	430.0	0.0	0.398800
1	45	1000.0	0.0	440.0	0.0	0.394000
1	46	1000.0	0.0	450.0	0.0	0.388800
1	47	1000.0	0.0	460.0	0.0	0.383200
1	48	1000.0	0.0	470.0	0.0	0.378000
1	49	1000.0	0.0	480.0	0.0	0.372400
1	50	1000.0	0.0	490.0	0.0	0.366800
1	51	1000.0	0.0	500.0	0.0	0.361200
1	52	1000.0	0.0	510.0	0.0	0.355600
1	53	1000.0	0.0	520.0	0.0	0.319200
1	54	1000.0	0.0	530.0	0.0	0.313200
1	55	1000.0	0.0	540.0	0.0	0.306800
1	56	1000.0	0.0	550.0	0.0	0.300400
1	57	1000.0	0.0	560.0	0.0	0.293600
1	58	1000.0	0.0	570.0	0.0	0.286800
1	59	1000.0	0.0	580.0	0.0	0.280000
1	60	1000.0	0.0	590.0	0.0	0.273200
1	61	1000.0	0.0	600.0	0.0	0.266400
1	62	1000.0	0.0	610.0	0.0	0.259600
1	63	1000.0	0.0	620.0	0.0	0.252800
1	64	1000.0	0.0	630.0	0.0	0.245600
1	65	1000.0	0.0	640.0	0.0	0.238800
1	66	1000.0	0.0	650.0	0.0	0.232000
1	67	1000.0	0.0	660.0	0.0	0.225200
1	68	1000.0	0.0	670.0	0.0	0.218400
1	69	1000.0	0.0	680.0	0.0	0.211200
1	70	1000.0	0.0	690.0	0.0	0.204400
1	71	1000.0	0.0	700.0	0.0	0.197600
1	72	1000.0	0.0	710.0	0.0	0.190800
1	73	1000.0	0.0	720.0	0.0	0.184000
1	74	1000.0	0.0	730.0	0.0	0.176800
1	75	1000.0	0.0	740.0	0.0	0.170000
1	76	1000.0	0.0	750.0	0.0	0.163200
1	77	1000.0	0.0	760.0	0.0	0.156400
1	78	1000.0	0.0	770.0	0.0	0.149600
1	79	1000.0	0.0	780.0	0.0	0.142400
1	80	1000.0	0.0	790.0	0.0	0.135600
1	81	1000.0	0.0	800.0	0.0	0.128800
1	82	1000.0	0.0	810.0	0.0	0.122000
1	83	1000.0	0.0	820.0	0.0	0.115200
1	84	1000.0	0.0	830.0	0.0	0.108000
1	85	1000.0	0.0	840.0	0.0	0.101200
1	86	1000.0	0.0	850.0	0.0	0.094400
1	87	1000.0	0.0	860.0	0.0	0.087600
1	88	1000.0	0.0	870.0	0.0	0.080800
1	89	1000.0	0.0	880.0	0.0	0.074000
1	90	1000.0	0.0	890.0	0.0	0.066800
1	91	1000.0	0.0	900.0	0.0	0.060000
1	92	1000.0	0.0	910.0	0.0	0.053200
1	93	1000.0	0.0	920.0	0.0	0.046400
1	94	1000.0	0.0	930.0	0.0	0.039600
1	95	1000.0	0.0	940.0	0.0	0.032800
1	96	1000.0	0.0	950.0	0.0	0.026000
1	97	1000.0	0.0	960.0	0.0	0.019200
1	98	1000.0	0.0	970.0	0.0	0.012400
1	99	1000.0	0.0	980.0	0.0	0.006000
1	100	1000.0	0.0	990.0	0.0	0.000000
1	101	1000.0	0.0	1000.0	0.0	-1.000000
1	102	1000.0	0.0	1010.0	0.0	0.000000
1	103	1000.0	0.0	1020.0	0.0	0.006000
1	104	1000.0	0.0	1030.0	0.0	0.012400
1	105	1000.0	0.0	1040.0	0.0	0.019200
1	106	1000.0	0.0	1050.0	0.0	0.026000
1	107	1000.0	0.0	1060.0	0.0	0.032800
1	108	1000.0	0.0	1070.0	0.0	0.039600
1	109	1000.0	0.0	1080.0	0.0	0.046400
1	110	1000.0	0.0	1090.0	0.0	0.053200
1	111	1000.0	0.0	1100.0	0.0	0.060000
1	112	1000.0	0.0	1110.0	0.0	0.066800
1	113	1000.0	0.0	1120.0	0.0	0.074000
1	114	1000.0	0.0	1130.0	0.0	0.080800
1	115	1000.0	0.0	1140.0	0.0	0.087600
1	116	1000.0	0.0	1150.0	0.0	0.094400
1	117	1000.0	0.0	1160.0	0.0	0.101200
1	118	1000.0	0.0	1170.0	0.0	0.108000
1	119	1000.0	0.0	1180.0	0.0	0.115200
1	120	1000.0	0.0	1190.0	0.0	0.122000
1	121	1000.0	0.0	1200.0	0.0	0.128800
1	122	1000.0	0.0	1210.0	0.0	0.135600
1	123	1000.0	0.0	1220.0	0.0	0.142400
1	124	1000.0	0.0	1230.0	0.0	0.149600
1	125	1000.0	0.0	1240.0	0.0	0.156400
1	126	1000.0	0.0	1250.0	0.0	0.163200
1	127	1000.0	0.0	1260.0	0.0	0.170000
1	128	1000.0	0.0	1270.0	0.0	0.176800
1	129	1000.0	0.0	1280.0	0.0	0.184000
1	130	1000.0	0.0	1290.0	0.0	0.190800
1	131	1000.0	0.0	1300.0	0.0	0.197600
1	132	1000.0	0.0	1310.0	0.0	0.204400
